year,month,rank,RET
2006,7,8,-0.03317453125
2006,7,9,-0.016782939393939395
2006,7,diff,0.01107681818181818
2006,8,0,0.02114739393939394
2006,8,1,0.04418260606060606
2006,8,2,0.04543851515151515
2006,8,3,0.03055215625
2006,8,4,0.002378696969696968
2006,8,5,0.022194545454545453
2006,8,6,0.031470375
2006,8,7,0.054277151515151514
2006,8,8,0.04435730303030303
2006,8,9,0.03253445454545455
2006,8,diff,0.011387060606060605
2006,9,0,0.02043372727272727
2006,9,1,0.00901246875
2006,9,2,0.030945757575757574
2006,9,3,0.0050156874999999984
2006,9,4,0.01691160606060606
2006,9,5,0.0394289375
2006,9,6,0.007884843749999999
2006,9,7,0.017909545454545452
2006,9,8,0.01653390625
2006,9,9,0.026501090909090908
2006,9,diff,0.006067363636363638
2006,10,0,0.09013857575757575
2006,10,1,0.059615218750000004
2006,10,2,0.05203084375
2006,10,3,0.05655128125
2006,10,4,0.06671459375
2006,10,5,0.053203531250000005
2006,10,6,0.06940434375
2006,10,7,0.02790878125
2006,10,8,0.05554234375
2006,10,9,0.06135218181818181
2006,10,diff,-0.028786393939393938
2006,11,0,0.036581242424242426
2006,11,1,0.03555478125
2006,11,2,0.006696187500000002
2006,11,3,0.0162723125
2006,11,4,0.07486321875
2006,11,5,0.026556406249999998
2006,11,6,0.01543403125
2006,11,7,0.0303448125
2006,11,8,0.01738215625
2006,11,9,0.011257874999999999
2006,11,diff,-0.025323367424242425
2006,12,0,0.029838687500000002
2006,12,1,-0.00089334375
2006,12,2,-0.0003343870967741927
2006,12,3,-0.0180475625
2006,12,4,0.017792
2006,12,5,0.01890432258064516
2006,12,6,0.0055538125
2006,12,7,0.037053032258064514
2006,12,8,0.044039625
2006,12,9,0.03459903125
2006,12,diff,0.00476034375
2007,1,0,0.04719771875
2007,1,1,0.032878
2007,1,2,0.005640062500000002
2007,1,3,0.03182212903225807
2007,1,4,0.0014267812500000005
2007,1,5,0.005397774193548386
2007,1,6,0.03580129032258064
2007,1,7,0.0180971875
2007,1,8,0.04430722580645161
2007,1,9,0.028885125
2007,1,diff,-0.018312593749999998
2007,2,0,-0.0201250625
2007,2,1,0.0013144516129032257
2007,2,2,-0.011432354838709677
2007,2,3,-0.021746225806451615
2007,2,4,0.004475375
2007,2,5,0.0033050645161290314
2007,2,6,0.009425032258064518
2007,2,7,-0.028419451612903227
2007,2,8,-0.009442870967741934
2007,2,9,0.008131
2007,2,diff,0.028256062499999998
2007,3,0,0.0014163870967741946
2007,3,1,0.012081096774193549
2007,3,2,0.01893416129032258
2007,3,3,0.0055854516129032255
2007,3,4,0.030870129032258064
2007,3,5,0.026226166666666665
2007,3,6,-0.01469977419354839
2007,3,7,0.00807983870967742
2007,3,8,-0.024314548387096777
2007,3,9,-0.0031949677419354843
2007,3,diff,-0.004611354838709679
2007,4,0,0.13665825806451612
2007,4,1,0.04382132258064516
2007,4,2,0.012072866666666666
2007,4,3,0.019418322580645162
2007,4,4,-0.008101354838709676
2007,4,5,0.008872166666666665
2007,4,6,0.043926
2007,4,7,0.04228796666666667
2007,4,8,0.035756354838709675
2007,4,9,0.016714
2007,4,diff,-0.11994425806451611
2007,5,0,0.050344151515151515
2007,5,1,0.0519748125
2007,5,2,0.03540590625
2007,5,3,0.03505646875
2007,5,4,0.07153763636363637
2007,5,5,0.02577034375
2007,5,6,0.02177346875
2007,5,7,0.01559246875
2007,5,8,0.02029425
2007,5,9,0.07241624242424242
2007,5,diff,0.02207209090909091
2007,6,0,-0.00850018181818182
2007,6,1,0.01110990625
2007,6,2,-0.002757718749999999
2007,6,3,-0.015702562500000003
2007,6,4,0.0071720312500000005
2007,6,5,0.00915371875
2007,6,6,-0.01388865625
2007,6,7,-0.0023595937499999984
2007,6,8,-0.03481484375
2007,6,9,0.0023982121212121205
2007,6,diff,0.01089839393939394
2007,7,0,-0.076017
2007,7,1,-0.05522784375
2007,7,2,-0.0464775625
2007,7,3,-0.05643809375
2007,7,4,-0.045446545454545455
2007,7,5,-0.036349187500000005
2007,7,6,-0.05691178125
2007,7,7,-0.07680609375
2007,7,8,-0.050769749999999995
2007,7,9,-0.040916939393939394
2007,7,diff,0.03510006060606061
2007,8,0,-0.03783327272727273
2007,8,1,0.005042281250000002
2007,8,2,0.009455606060606058
2007,8,3,-0.023871375
2007,8,4,-0.00039772727272727225
2007,8,5,0.010617937499999997
2007,8,6,-0.0262774375
2007,8,7,-0.019733454545454547
2007,8,8,-0.03831625
2007,8,9,-0.02144378787878788
2007,8,diff,0.016389484848484848
2007,9,0,0.016190242424242426
2007,9,1,0.037781125
2007,9,2,0.01338915625
2007,9,3,0.017881303030303032
2007,9,4,0.011354625
2007,9,5,0.00044153124999999965
2007,9,6,0.012419484848484848
2007,9,7,-0.00968675
2007,9,8,-0.02118465625
2007,9,9,-0.02325572727272727
2007,9,diff,-0.0394459696969697
2007,10,0,0.024996090909090905
2007,10,1,0.08085221875
2007,10,2,0.016197875
2007,10,3,0.04801165625
2007,10,4,0.013656848484848483
2007,10,5,-0.0486098125
2007,10,6,-0.013693093750000001
2007,10,7,-0.01994834375
2007,10,8,-0.02161234375
2007,10,9,-0.013037
2007,10,diff,-0.038033090909090905
2007,11,0,-0.14028253125
2007,11,1,-0.05303565625
2007,11,2,-0.061084031250000004
2007,11,3,-0.1082345625
2007,11,4,-0.0812386875
2007,11,5,-0.0595394375
2007,11,6,-0.06158765625
2007,11,7,-0.12720865625
2007,11,8,-0.08267596875
2007,11,9,-0.08987909375
2007,11,diff,0.05040343750000001
2007,12,0,-0.04534621875
2007,12,1,-0.02656409375
2007,12,2,-0.01334690322580645
2007,12,3,0.00920484375
2007,12,4,-0.01032340625
2007,12,5,-0.017013290322580647
2007,12,6,-0.01884815625
2007,12,7,-0.03140825806451613
2007,12,8,0.002612562499999998
2007,12,9,-0.02384684375
2007,12,diff,0.021499375
2008,1,0,-0.142563375
2008,1,1,-0.0808723125
2008,1,2,-0.058463225806451614
2008,1,3,-0.0255556875
2008,1,4,-0.01192375
2008,1,5,-0.06470503225806452
2008,1,6,-0.0427920625
2008,1,7,-0.043894580645161295
2008,1,8,0.004849062500000001
2008,1,9,-0.0307003125
2008,1,diff,0.1118630625
2008,2,0,-0.05820765625
2008,2,1,-0.01821628125
2008,2,2,-0.03277048387096774
2008,2,3,-0.01799
2008,2,4,0.003670343750000001
2008,2,5,-0.06411741935483871
2008,2,6,-0.043498625
2008,2,7,-0.06642393548387097
2008,2,8,-0.07323609375000001
2008,2,9,-0.073203
2008,2,diff,-0.01499534375
2008,3,0,-0.05070415624999999
2008,3,1,0.02127
2008,3,2,-0.008964612903225809
2008,3,3,0.0010999687499999987
2008,3,4,0.008838516129032258
2008,3,5,-0.007254612903225808
2008,3,6,0.019513125000000003
2008,3,7,-0.028560354838709678
2008,3,8,0.048029903225806456
2008,3,9,0.01791121875
2008,3,diff,0.06861537499999999
2008,4,0,0.0236380625
2008,4,1,0.028836354838709676
2008,4,2,0.04207746875
2008,4,3,0.06923783870967742
2008,4,4,0.03452665625
2008,4,5,0.020386225806451615
2008,4,6,0.013608451612903227
2008,4,7,0.027058375
2008,4,8,0.03798316129032258
2008,4,9,-0.0497266875
2008,4,diff,-0.07336475
2008,5,0,0.05737590625
2008,5,1,0.008718806451612902
2008,5,2,0.0499526129032258
2008,5,3,0.024216225806451615
2008,5,4,0.0185820625
2008,5,5,0.024553935483870967
2008,5,6,0.008042
2008,5,7,-0.0005235161290322596
2008,5,8,-0.015268451612903227
2008,5,9,0.01652325
2008,5,diff,-0.040852656249999994
2008,6,0,-0.11077561764705883
2008,6,1,-0.08162742424242424
2008,6,2,-0.09384727272727274
2008,6,3,-0.09336666666666665
2008,6,4,-0.10560339393939394
2008,6,5,-0.13884469696969698
2008,6,6,-0.12630209090909092
2008,6,7,-0.11900372727272727
2008,6,8,-0.17456242424242424
2008,6,9,-0.10626854545454545
2008,6,diff,0.004507072192513381
2008,7,0,0.0033285757575757568
2008,7,1,-0.041972333333333334
2008,7,2,-0.028406969696969698
2008,7,3,0.060246909090909094
2008,7,4,0.019323030303030304
2008,7,5,0.02823281818181818
2008,7,6,0.03670933333333334
2008,7,7,-0.01977430303030303
2008,7,8,0.012057848484848485
2008,7,9,-0.035867181818181826
2008,7,diff,-0.039195757575757585
2008,8,0,0.011600333333333334
2008,8,1,0.06361560606060605
2008,8,2,0.012470454545454547
2008,8,3,0.009149939393939394
2008,8,4,0.032098515151515156
2008,8,5,0.03986215151515151
2008,8,6,0.04617657575757576
2008,8,7,0.026161848484848482
2008,8,8,0.07051433333333333
2008,8,9,-0.04562415151515152
2008,8,diff,-0.05722448484848486
2008,9,0,-0.18127572727272726
2008,9,1,-0.12443572727272728
2008,9,2,-0.0699903125
2008,9,3,-0.1116130606060606
2008,9,4,-0.12712648484848485
2008,9,5,-0.03867759375
2008,9,6,-0.0919940909090909
2008,9,7,-0.098262375
2008,9,8,-0.14029169696969698
2008,9,9,-0.15534866666666666
2008,9,diff,0.025927060606060592
2008,10,0,-0.2273697878787879
2008,10,1,-0.20711169696969695
2008,10,2,-0.22142178125
2008,10,3,-0.22053639393939395
2008,10,4,-0.20887228125
2008,10,5,-0.23616981818181818
2008,10,6,-0.24163559375
2008,10,7,-0.2731411212121212
2008,10,8,-0.2957995625
2008,10,9,-0.28414757575757577
2008,10,diff,-0.05677778787878787
2008,11,0,-0.14522130303030303
2008,11,1,-0.11004643750000001
2008,11,2,-0.0667450625
2008,11,3,-0.14094700000000002
2008,11,4,-0.1408156875
2008,11,5,-0.1679531875
2008,11,6,-0.19450242424242425
2008,11,7,-0.18058303125
2008,11,8,-0.1961470625
2008,11,9,-0.132983
2008,11,diff,0.012238303030303044
2008,12,0,0.0283685
2008,12,1,0.05836471875
2008,12,2,0.08486596874999999
2008,12,3,0.06642065625
2008,12,4,0.015919437500000005
2008,12,5,0.07224934375
2008,12,6,0.055128125
2008,12,7,0.007457687499999994
2008,12,8,0.03127603125
2008,12,9,0.07247296875
2008,12,diff,0.04410446875
2009,1,0,0.0036237812499999938
2009,1,1,-0.07162728125
2009,1,2,-0.09261438709677419
2009,1,3,-0.11422284375
2009,1,4,-0.09531121875000001
2009,1,5,-0.08116258064516128
2009,1,6,-0.06982990625
2009,1,7,-0.10653554838709678
2009,1,8,-0.03665915625
2009,1,9,0.049380437500000006
2009,1,diff,0.04575665625000001
2009,2,0,-0.086514125
2009,2,1,-0.08303590625
2009,2,2,-0.10774064516129032
2009,2,3,-0.1179328125
2009,2,4,-0.10433815625
2009,2,5,-0.19545383870967742
2009,2,6,-0.16506325
2009,2,7,-0.13863632258064515
2009,2,8,-0.189390625
2009,2,9,-0.14422096875
2009,2,diff,-0.057706843750000014
2009,3,0,0.09257234375000001
2009,3,1,0.0598703870967742
2009,3,2,0.09964596875
2009,3,3,0.0734668064516129
2009,3,4,0.20115003125
2009,3,5,0.15856261290322582
2009,3,6,0.13318264516129033
2009,3,7,0.14112406249999998
2009,3,8,0.15268467741935485
2009,3,9,0.316898
2009,3,diff,0.22432565625
2009,4,0,0.246419625
2009,4,1,0.10123564516129031
2009,4,2,0.14669974193548385
2009,4,3,0.1879896875
2009,4,4,0.1587023870967742
2009,4,5,0.28114709677419353
2009,4,6,0.2461500625
2009,4,7,0.2971825806451613
2009,4,8,0.2781215806451613
2009,4,9,0.5108628125
2009,4,diff,0.26444318749999995
2009,5,0,0.10604046875
2009,5,1,0.02790525806451613
2009,5,2,0.07487854838709677
2009,5,3,0.03957893548387097
2009,5,4,0.07081116129032257
2009,5,5,0.02580370967741936
2009,5,6,0.09361732258064516
2009,5,7,0.11519074193548387
2009,5,8,0.12391090322580646
2009,5,9,0.1079998125
2009,5,diff,0.001959343749999995
2009,6,0,-0.026252343749999997
2009,6,1,0.0351884375
2009,6,2,0.033943062499999996
2009,6,3,-0.000539562500000001
2009,6,4,-0.012160718749999999
2009,6,5,-0.002131483870967742
2009,6,6,0.015634812499999998
2009,6,7,0.05025803125
2009,6,8,0.0972714375
2009,6,9,0.1769674375
2009,6,diff,0.20321978124999998
2009,7,0,0.07335675
2009,7,1,0.0836684375
2009,7,2,0.08779309375
2009,7,3,0.10950754838709678
2009,7,4,0.08539990625
2009,7,5,0.131599
2009,7,6,0.29992329032258064
2009,7,7,0.19329909375
2009,7,8,0.0536861875
2009,7,9,0.14018296875
2009,7,diff,0.06682621875
2009,8,0,0.2236245
2009,8,1,0.03547903125
2009,8,2,0.016883750000000003
2009,8,3,0.019611161290322584
2009,8,4,0.07998875
2009,8,5,0.090718
2009,8,6,0.12426125806451613
2009,8,7,0.0852175
2009,8,8,0.19496475
2009,8,9,0.35351521875
2009,8,diff,0.12989071875000002
2009,9,0,0.10534584375
2009,9,1,0.078400625
2009,9,2,0.05466287096774194
2009,9,3,0.08702828125
2009,9,4,0.048980645161290325
2009,9,5,0.07214484374999999
2009,9,6,0.03959451612903226
2009,9,7,0.06721021875000001
2009,9,8,0.09067648387096774
2009,9,9,0.11537246875
2009,9,diff,0.010026624999999997
2009,10,0,-0.028545375
2009,10,1,0.00046419354838709675
2009,10,2,-0.03618561290322581
2009,10,3,-0.030655375
2009,10,4,-0.05430393548387097
2009,10,5,-0.07005435483870968
2009,10,6,-0.0379504375
2009,10,7,-0.03426487096774194
2009,10,8,-0.04046051612903226
2009,10,9,0.021481187500000002
2009,10,diff,0.0500265625
2009,11,0,0.08090403225806451
2009,11,1,0.07028164516129032
2009,11,2,0.031035066666666666
2009,11,3,0.0235378064516129
2009,11,4,0.01978238709677419
2009,11,5,0.050708633333333336
2009,11,6,0.02398567741935484
2009,11,7,0.027125566666666667
2009,11,8,0.04272396774193549
2009,11,9,0.026620548387096776
2009,11,diff,-0.054283483870967736
2009,12,0,0.08114800000000001
2009,12,1,0.07579423333333332
2009,12,2,0.07853943333333334
2009,12,3,0.048930290322580644
2009,12,4,0.06866733333333334
2009,12,5,0.058279700000000004
2009,12,6,0.09175693548387097
2009,12,7,0.07818863333333333
2009,12,8,0.037575033333333334
2009,12,9,0.053797677419354845
2009,12,diff,-0.027350322580645167
2010,1,0,0.019738516129032255
2010,1,1,-0.03513293333333333
2010,1,2,-0.021791866666666666
2010,1,3,-0.029713466666666667
2010,1,4,-0.059290612903225806
2010,1,5,-0.023249266666666667
2010,1,6,-0.019243066666666666
2010,1,7,-0.026310066666666666
2010,1,8,0.003854899999999999
2010,1,9,0.07610983870967743
2010,1,diff,0.05637132258064517
2010,2,0,0.05071067741935484
2010,2,1,0.022346900000000003
2010,2,2,0.07141646666666666
2010,2,3,0.0540882
2010,2,4,0.03401383870967742
2010,2,5,0.03373573333333334
2010,2,6,0.03712323333333333
2010,2,7,0.035926099999999996
2010,2,8,0.04168333333333333
2010,2,9,0.0178141935483871
2010,2,diff,-0.03289648387096774
2010,3,0,0.09861045161290323
2010,3,1,0.04528123333333333
2010,3,2,0.0949251
2010,3,3,0.0928957
2010,3,4,0.07990845161290322
2010,3,5,0.0918775
2010,3,6,0.0802938
2010,3,7,0.06830753333333334
2010,3,8,0.056719599999999995
2010,3,9,0.10803729032258065
2010,3,diff,0.009426838709677421
2010,4,0,0.20949570967741937
2010,4,1,0.029241933333333338
2010,4,2,0.03182753333333333
2010,4,3,0.06454526666666667
2010,4,4,0.09798412903225806
2010,4,5,0.0894341
2010,4,6,0.06973626666666667
2010,4,7,0.15757643333333335
2010,4,8,0.13232536666666667
2010,4,9,0.16057109677419354
2010,4,diff,-0.048924612903225834
2010,5,0,-0.11469364516129031
2010,5,1,-0.0653175
2010,5,2,-0.06729686666666666
2010,5,3,-0.08421783333333334
2010,5,4,-0.086818
2010,5,5,-0.0843533
2010,5,6,-0.08177989999999999
2010,5,7,-0.07843503333333332
2010,5,8,-0.11705186666666667
2010,5,9,-0.1038652
2010,5,diff,0.010828445161290307
2010,6,0,-0.11131609677419355
2010,6,1,-0.06313983870967742
2010,6,2,-0.05005577419354838
2010,6,3,-0.08334753333333333
2010,6,4,-0.08226803225806452
2010,6,5,-0.05192622580645161
2010,6,6,-0.08253706666666667
2010,6,7,-0.053076451612903225
2010,6,8,-0.09126612903225807
2010,6,9,-0.09552958064516129
2010,6,diff,0.015786516129032258
2010,7,0,0.12035590322580646
2010,7,1,0.09680116666666666
2010,7,2,0.06915846666666667
2010,7,3,0.053645766666666664
2010,7,4,0.04541323333333334
2010,7,5,0.0866773
2010,7,6,0.12937736666666666
2010,7,7,0.059827233333333334
2010,7,8,0.03271463333333333
2010,7,9,0.10983493548387097
2010,7,diff,-0.010520967741935491
2010,8,0,-0.08505993548387097
2010,8,1,-0.06334863333333333
2010,8,2,-0.04355506666666666
2010,8,3,-0.06225943333333333
2010,8,4,-0.0823501
2010,8,5,-0.08476433333333334
2010,8,6,-0.10263953333333334
2010,8,7,-0.0935536
2010,8,8,-0.0950235
2010,8,9,-0.1104083
2010,8,diff,-0.025348364516129027
2010,9,0,0.11318800000000001
2010,9,1,0.11766803333333334
2010,9,2,0.12707303333333334
2010,9,3,0.12359936666666665
2010,9,4,0.10865419999999999
2010,9,5,0.13456100000000001
2010,9,6,0.1337813
2010,9,7,0.12364866666666667
2010,9,8,0.08261493333333333
2010,9,9,0.10595483333333333
2010,9,diff,-0.007233166666666679
2010,10,0,0.006631499999999999
2010,10,1,0.033589433333333335
2010,10,2,0.05508237931034483
2010,10,3,0.017822266666666663
2010,10,4,0.05720583333333333
2010,10,5,0.014923275862068965
2010,10,6,0.04257453333333334
2010,10,7,0.05183889655172414
2010,10,8,0.0798869
2010,10,9,0.0525503
2010,10,diff,0.0459188
2010,11,0,0.01089106666666667
2010,11,1,0.0142196
2010,11,2,0.016726366666666666
2010,11,3,0.0221251
2010,11,4,0.023971233333333335
2010,11,5,0.03798437931034483
2010,11,6,0.04810526666666667
2010,11,7,0.0395436
2010,11,8,0.06286656666666667
2010,11,9,0.016656533333333334
2010,11,diff,0.005765466666666665
2010,12,0,0.07652733333333334
2010,12,1,0.07299663333333334
2010,12,2,0.07662820689655171
2010,12,3,0.08206246666666667
2010,12,4,0.09026856666666667
2010,12,5,0.1062871724137931
2010,12,6,0.07123446666666666
2010,12,7,0.08016341379310345
2010,12,8,0.1651099
2010,12,9,0.07679326666666667
2010,12,diff,0.00026593333333332914
2011,1,0,0.0015675666666666692
2011,1,1,-0.0030620666666666676
2011,1,2,-0.0041560689655172406
2011,1,3,-0.016283233333333334
2011,1,4,-0.002299034482758618
2011,1,5,-0.0031932
2011,1,6,-0.026200655172413795
2011,1,7,0.015536800000000002
2011,1,8,-0.015021689655172416
2011,1,9,0.013331033333333334
2011,1,diff,0.011763466666666665
2011,2,0,0.38908143333333334
2011,2,1,0.0614435
2011,2,2,0.06738527586206897
2011,2,3,0.041374466666666665
2011,2,4,0.07668824137931034
2011,2,5,0.032108533333333335
2011,2,6,0.05609372413793104
2011,2,7,0.06426966666666667
2011,2,8,0.08300772413793105
2011,2,9,0.06720260000000002
2011,2,diff,-0.32187883333333334
2011,3,0,-0.011053100000000001
2011,3,1,-0.0003803448275862083
2011,3,2,0.021382827586206896
2011,3,3,0.030773137931034485
2011,3,4,0.021752800000000003
2011,3,5,0.002810724137931034
2011,3,6,0.00983462068965517
2011,3,7,0.017608103448275864
2011,3,8,-0.006204310344827586
2011,3,9,-0.05296276666666667
2011,3,diff,-0.041909666666666665
2011,4,0,-0.009626399999999998
2011,4,1,0.008394206896551721
2011,4,2,0.0359478275862069
2011,4,3,0.01801844827586207
2011,4,4,0.019359400000000002
2011,4,5,0.014619586206896552
2011,4,6,-0.011636172413793104
2011,4,7,0.01603448275862069
2011,4,8,0.045720482758620694
2011,4,9,0.017919300000000003
2011,4,diff,0.0275457
2011,5,0,-0.03489196774193548
2011,5,1,-0.007009266666666667
2011,5,2,-0.0026728333333333326
2011,5,3,-0.015078451612903228
2011,5,4,-0.002761733333333333
2011,5,5,-0.001924933333333334
2011,5,6,0.006326903225806453
2011,5,7,-0.028316266666666666
2011,5,8,-0.03000093333333333
2011,5,9,-0.029563225806451616
2011,5,diff,0.005328741935483865
2011,6,0,-0.010688741935483873
2011,6,1,-0.017755166666666666
2011,6,2,-0.010163133333333333
2011,6,3,0.0016958999999999993
2011,6,4,0.0020910967741935493
2011,6,5,-0.0083232
2011,6,6,-0.024783799999999998
2011,6,7,-0.03636196666666667
2011,6,8,-0.06780570000000001
2011,6,9,0.0034084516129032263
2011,6,diff,0.014097193548387099
2011,7,0,-0.0609436
2011,7,1,-0.03655013333333333
2011,7,2,-0.01158366666666667
2011,7,3,-0.03917753333333333
2011,7,4,-0.019472633333333333
2011,7,5,-0.03986
2011,7,6,-0.04327206666666667
2011,7,7,-0.0560843
2011,7,8,-0.05074223333333334
2011,7,9,-0.04395706666666667
2011,7,diff,0.01698653333333333
2011,8,0,-0.13782074193548388
2011,8,1,-0.10537816666666666
2011,8,2,-0.06247506666666667
2011,8,3,-0.060250033333333335
2011,8,4,-0.0529574
2011,8,5,-0.11219163333333333
2011,8,6,-0.07125096666666667
2011,8,7,-0.10492913333333333
2011,8,8,-0.0728163
2011,8,9,-0.08082883333333334
2011,8,diff,0.056991908602150546
2011,9,0,-0.1139704
2011,9,1,-0.1163062
2011,9,2,-0.09424344827586208
2011,9,3,-0.1063755
2011,9,4,-0.10275630000000001
2011,9,5,-0.11197572413793103
2011,9,6,-0.07430303333333334
2011,9,7,-0.1193426551724138
2011,9,8,-0.14448503333333335
2011,9,9,-0.11611060000000001
2011,9,diff,-0.0021402000000000088
2011,10,0,0.11597073333333334
2011,10,1,0.17241710344827588
2011,10,2,0.1225024
2011,10,3,0.13211344827586208
2011,10,4,0.14637806666666667
2011,10,5,0.1373494827586207
2011,10,6,0.1124931724137931
2011,10,7,0.11924323333333332
2011,10,8,0.1264829655172414
2011,10,9,0.14015986666666666
2011,10,diff,0.02418913333333332
2011,11,0,0.04912886206896552
2011,11,1,0.004074620689655173
2011,11,2,-0.021699793103448276
2011,11,3,-0.01800644827586207
2011,11,4,0.004219827586206896
2011,11,5,-0.006608620689655172
2011,11,6,-0.0006183793103448282
2011,11,7,-0.017485827586206898
2011,11,8,-0.043281689655172415
2011,11,9,-0.07873706896551724
2011,11,diff,-0.12786593103448277
2011,12,0,-0.01988903448275862
2011,12,1,-0.010427379310344827
2011,12,2,-0.009715793103448276
2011,12,3,9.068965517240878e-06
2011,12,4,-0.0061815517241379314
2011,12,5,0.006327551724137931
2011,12,6,0.008172551724137932
2011,12,7,0.011648172413793104
2011,12,8,0.04412841379310344
2011,12,9,0.027695137931034477
2011,12,diff,0.0475841724137931
2012,1,0,0.16413527586206894
2012,1,1,0.04695089655172414
2012,1,2,0.06285058620689656
2012,1,3,0.04315886206896551
2012,1,4,0.03376844827586207
2012,1,5,0.06202389285714286
2012,1,6,0.08056910344827586
2012,1,7,0.08081837931034483
2012,1,8,0.07418168965517241
2012,1,9,0.08114458620689656
2012,1,diff,-0.08299068965517238
2012,2,0,-0.014160655172413794
2012,2,1,0.04249355172413793
2012,2,2,0.04482886206896551
2012,2,3,0.04742146428571429
2012,2,4,0.03404489655172414
2012,2,5,0.031070172413793104
2012,2,6,0.033225392857142856
2012,2,7,0.048239000000000004
2012,2,8,0.042954793103448276
2012,2,9,0.016483137931034484
2012,2,diff,0.03064379310344828
2012,3,0,0.053090724137931034
2012,3,1,0.027809310344827587
2012,3,2,0.01959167857142857
2012,3,3,0.054032482758620694
2012,3,4,0.029124758620689653
2012,3,5,0.018019285714285713
2012,3,6,0.028362724137931034
2012,3,7,0.03421771428571428
2012,3,8,0.03346386206896552
2012,3,9,0.05197941379310345
2012,3,diff,-0.0011113103448275805
2012,4,0,-0.0046093103448275885
2012,4,1,-0.015082928571428572
2012,4,2,-0.020107172413793103
2012,4,3,-0.0041737499999999995
2012,4,4,0.004570655172413793
2012,4,5,-0.025214892857142856
2012,4,6,-0.05333153571428571
2012,4,7,-0.00514055172413793
2012,4,8,-0.017148071428571426
2012,4,9,-0.011392758620689654
2012,4,diff,-0.006783448275862065
2012,5,0,-0.10572666666666668
2012,5,1,-0.07613650000000001
2012,5,2,-0.07215446666666667
2012,5,3,-0.06602156666666667
2012,5,4,-0.0794223
2012,5,5,-0.11254099999999999
2012,5,6,-0.07198299999999999
2012,5,7,-0.06473023333333333
2012,5,8,-0.040026266666666664
2012,5,9,-0.07222293333333334
2012,5,diff,0.03350373333333334
2012,6,0,0.04913203333333334
2012,6,1,0.027977
2012,6,2,0.0321058
2012,6,3,0.05015037931034483
2012,6,4,0.0706498
2012,6,5,0.04881963333333333
2012,6,6,0.05936637931034482
2012,6,7,0.06182443333333333
2012,6,8,0.03987126666666666
2012,6,9,0.029186533333333334
2012,6,diff,-0.019945500000000005
2012,7,0,-0.01949563333333333
2012,7,1,-0.007155933333333333
2012,7,2,-0.03947356666666666
2012,7,3,0.010659862068965516
2012,7,4,-0.031550933333333336
2012,7,5,-0.03197303333333333
2012,7,6,-0.009922965517241379
2012,7,7,-0.015642866666666668
2012,7,8,-0.0007301333333333346
2012,7,9,0.005666766666666666
2012,7,diff,0.025162399999999998
2012,8,0,0.0298164
2012,8,1,0.03980093103448276
2012,8,2,0.021313633333333335
2012,8,3,0.03900979310344827
2012,8,4,0.0632913
2012,8,5,0.02011151724137931
2012,8,6,0.02905451724137931
2012,8,7,0.03480606666666666
2012,8,8,0.05276096551724138
2012,8,9,0.03536856666666666
2012,8,diff,0.005552166666666664
2012,9,0,0.04218143333333334
2012,9,1,0.03894748275862069
2012,9,2,0.035289206896551725
2012,9,3,0.05998353333333333
2012,9,4,0.06943503448275862
2012,9,5,0.01568844827586207
2012,9,6,0.038915566666666665
2012,9,7,0.04375806896551725
2012,9,8,0.019261275862068966
2012,9,9,0.0427946
2012,9,diff,0.0006131666666666646
2012,10,0,0.021763166666666667
2012,10,1,0.0024387931034482737
2012,10,2,-0.041679241379310346
2012,10,3,-0.008141966666666667
2012,10,4,-0.03613110344827586
2012,10,5,0.0003453103448275851
2012,10,6,-0.0036231666666666647
2012,10,7,0.006120551724137933
2012,10,8,-0.028207413793103445
2012,10,9,-0.004451933333333334
2012,10,diff,-0.0262151
2012,11,0,-0.00552623333333333
2012,11,1,0.013002310344827588
2012,11,2,0.026570862068965518
2012,11,3,0.004728206896551725
2012,11,4,0.020971733333333333
2012,11,5,0.02750796551724138
2012,11,6,0.001644689655172414
2012,11,7,0.014850655172413792
2012,11,8,-0.026326689655172413
2012,11,9,-0.035211733333333335
2012,11,diff,-0.029685500000000004
2012,12,0,0.04839003333333333
2012,12,1,0.027833689655172415
2012,12,2,0.026247620689655173
2012,12,3,0.012943068965517243
2012,12,4,0.05009913793103449
2012,12,5,0.039068241379310344
2012,12,6,0.01265296551724138
2012,12,7,0.050546137931034484
2012,12,8,0.04100231034482759
2012,12,9,0.11613048275862069
2012,12,diff,0.06774044942528736
2013,1,0,0.09691979310344828
2013,1,1,0.09741765517241378
2013,1,2,0.05878134482758621
2013,1,3,0.059145551724137935
2013,1,4,0.05443506896551724
2013,1,5,0.03502965517241379
2013,1,6,0.07213475862068966
2013,1,7,0.05466882758620689
2013,1,8,0.07731244827586208
2013,1,9,0.20467941379310345
2013,1,diff,0.10775962068965517
2013,2,0,0.0345551
2013,2,1,0.011592931034482758
2013,2,2,0.02594996551724138
2013,2,3,-0.002904620689655171
2013,2,4,0.02992789655172414
2013,2,5,-0.007581275862068964
2013,2,6,0.014189655172413792
2013,2,7,0.011576931034482759
2013,2,8,0.06341703448275862
2013,2,9,0.02094303448275862
2013,2,diff,-0.013612065517241378
2013,3,0,0.11191234482758622
2013,3,1,0.036518482758620685
2013,3,2,0.0498181724137931
2013,3,3,0.06267120689655171
2013,3,4,0.042487931034482763
2013,3,5,0.02944251724137931
2013,3,6,0.058151172413793105
2013,3,7,0.03859420689655173
